Gene family	p-value	FDR
OG0001443	0.999	0.999
OG0001444	0.999	0.999
OG0001446	0.66	0.999
OG0001447	0.557	0.999
OG0001448	0.972	0.999
OG0001449	0.01	0.336529411764706
OG0001451	0.001	0.0417591240875912
OG0001453	0	0
OG0001454	0.693	0.999
OG0001455	0.999	0.999
OG0001457	0.969	0.999
OG0001458	0.997	0.999
OG0001460	0.924	0.999
OG0001461	0.896	0.999
OG0001462	0.791	0.999
OG0001463	0.023	0.681777202072539
OG0001464	0.912	0.999
OG0001465	0.984	0.999
OG0001466	0.999	0.999
OG0001467	0.333	0.999
OG0001468	0.754	0.999
OG0001469	0.047	0.999
OG0001470	0.634	0.999
OG0001471	0.522	0.999
OG0001472	0.928	0.999
OG0001473	0.919	0.999
OG0001474	0.976	0.999
OG0001475	0.994	0.999
OG0001476	0.036	0.999
OG0001477	0.99	0.999
OG0001478	0.998	0.999
OG0001479	0.432	0.999
OG0001480	0.487	0.999
OG0001481	0.946	0.999
OG0001482	0.273	0.999
OG0001483	0.121	0.999
OG0001484	0.956	0.999
OG0001485	0.841	0.999
OG0001486	0.001	0.0417591240875912
OG0001487	0.108	0.999
OG0001488	0.999	0.999
OG0001489	0	0
OG0001492	0.914	0.999
OG0001493	0.156	0.999
OG0001495	0.909	0.999
OG0001496	0.94	0.999
OG0001497	0.995	0.999
OG0001499	0.676	0.999
OG0001500	0.889	0.999
OG0001501	0.976	0.999
OG0001502	0.272	0.999
OG0001504	0.457	0.999
OG0001505	0.996	0.999
OG0001506	0	0
OG0001507	0.254	0.999
OG0001508	0.066	0.999
OG0001509	0.946	0.999
OG0001510	0.973	0.999
OG0001511	0.077	0.999
OG0001512	0.067	0.999
OG0001513	0.999	0.999
OG0001515	0.846	0.999
OG0001516	0.994	0.999
OG0001517	0.79	0.999
OG0001518	0.993	0.999
OG0001519	0.981	0.999
OG0001524	0.24	0.999
OG0001525	0.905	0.999
OG0001526	0.964	0.999
OG0001527	0.547	0.999
OG0001528	0.793	0.999
OG0001529	0.546	0.999
OG0001530	0.882	0.999
OG0001531	0.687	0.999
OG0001532	0.242	0.999
OG0001533	0.077	0.999
OG0001534	0.994	0.999
OG0001535	0.999	0.999
OG0001536	0.995	0.999
OG0001538	0.917	0.999
OG0001539	0.965	0.999
OG0001540	0.569	0.999
OG0001541	0.954	0.999
OG0001542	0.999	0.999
OG0001543	0.942	0.999
OG0001544	0.999	0.999
OG0001545	0.999	0.999
OG0001546	0.997	0.999
OG0001547	0.999	0.999
OG0001549	0.891	0.999
OG0001550	0.838	0.999
OG0001551	0.892	0.999
OG0001557	0.979	0.999
OG0001558	0.999	0.999
OG0001559	0.893	0.999
OG0001561	0.744	0.999
OG0001562	0.975	0.999
OG0001563	0.943	0.999
OG0001564	0.423	0.999
OG0001565	0.977	0.999
OG0001566	0.998	0.999
OG0001568	0.763	0.999
OG0001569	0.998	0.999
OG0001570	0.929	0.999
OG0001571	0.284	0.999
OG0001572	0.176	0.999
OG0001573	0.273	0.999
OG0001574	0.762	0.999
OG0001575	0.918	0.999
OG0001576	0.994	0.999
OG0001577	0.062	0.999
OG0001578	0.991	0.999
OG0001579	0.948	0.999
OG0001580	0.999	0.999
OG0001581	0.412	0.999
OG0001588	0.643	0.999
OG0001589	0.687	0.999
OG0001590	0.886	0.999
OG0001591	0.957	0.999
OG0001592	0.999	0.999
OG0001593	0.952	0.999
OG0001594	0.999	0.999
OG0001596	0.972	0.999
OG0001597	0.973	0.999
OG0001598	0.999	0.999
OG0001599	0.861	0.999
OG0001600	0.952	0.999
OG0001601	0.502	0.999
OG0001602	0.999	0.999
OG0001603	0.624	0.999
OG0001604	0.032	0.922277078085642
OG0001605	0.953	0.999
OG0001606	0.079	0.999
OG0001607	0.306	0.999
OG0001608	0.684	0.999
OG0001609	0.904	0.999
OG0001611	0.999	0.999
OG0001612	0.999	0.999
OG0001617	0.866	0.999
OG0001618	0.724	0.999
OG0001619	0.786	0.999
OG0001621	0.946	0.999
OG0001622	0.868	0.999
OG0001623	0.231	0.999
OG0001624	0.524	0.999
OG0001625	0.724	0.999
OG0001626	0.593	0.999
OG0001627	0.914	0.999
OG0001628	0.535	0.999
OG0001629	0.599	0.999
OG0001631	0.719	0.999
OG0001632	0.993	0.999
OG0001633	0.894	0.999
OG0001634	0.997	0.999
OG0001635	0.998	0.999
OG0001636	0.956	0.999
OG0001637	0.946	0.999
OG0001638	0.94	0.999
OG0001639	0.729	0.999
OG0001640	0.84	0.999
OG0001641	0.946	0.999
OG0001642	0.045	0.999
OG0001643	0.999	0.999
OG0001648	0.926	0.999
OG0001649	0.951	0.999
OG0001650	0.99	0.999
OG0001651	0.922	0.999
OG0001653	0.002	0.0811489361702128
OG0001654	0.998	0.999
OG0001656	0.993	0.999
OG0001657	0.994	0.999
OG0001658	0.335	0.999
OG0001659	0.39	0.999
OG0001660	0.999	0.999
OG0001661	0.718	0.999
OG0001662	0.805	0.999
OG0001663	0.098	0.999
OG0001664	0.744	0.999
OG0001665	0.957	0.999
OG0001666	0.269	0.999
OG0001667	0.368	0.999
OG0001668	0.733	0.999
OG0001669	0.18	0.999
OG0001670	0.874	0.999
OG0001671	0.99	0.999
OG0001672	0.988	0.999
OG0001674	0.946	0.999
OG0001675	0.001	0.0417591240875912
OG0001676	0.992	0.999
OG0001677	0.89	0.999
OG0001678	0.45	0.999
OG0001679	0.088	0.999
OG0001680	0.885	0.999
OG0001681	0.403	0.999
OG0001682	0.999	0.999
OG0001683	0.995	0.999
OG0001684	0.744	0.999
OG0001685	0.981	0.999
OG0001693	0.997	0.999
OG0001694	0.999	0.999
OG0001695	0.717	0.999
OG0001696	0.004	0.157820689655172
OG0001697	0.001	0.0417591240875912
OG0001698	0.995	0.999
OG0001699	0.015	0.47675
OG0001700	0.077	0.999
OG0001701	0.999	0.999
OG0001702	0.682	0.999
OG0001704	0.999	0.999
OG0001705	0.026	0.7628
OG0001706	0.006	0.215210031347962
OG0001707	0.994	0.999
OG0001708	0.388	0.999
OG0001709	0.754	0.999
OG0001710	0.244	0.999
OG0001711	0.836	0.999
OG0001712	0.083	0.999
OG0001714	0.101	0.999
OG0001715	0.047	0.999
OG0001716	0.813	0.999
OG0001717	0.999	0.999
OG0001722	0.983	0.999
OG0001723	0.997	0.999
OG0001724	0.994	0.999
OG0001725	0.999	0.999
OG0001727	0.001	0.0417591240875912
OG0001728	0.244	0.999
OG0001729	0.379	0.999
OG0001730	0.771	0.999
OG0001731	0.105	0.999
OG0001733	0.006	0.215210031347962
OG0001734	0.991	0.999
OG0001735	0.526	0.999
OG0001736	0.986	0.999
OG0001737	0.325	0.999
OG0001738	0.851	0.999
OG0001739	0.161	0.999
OG0001740	0.494	0.999
OG0001741	0.543	0.999
OG0001743	0.066	0.999
OG0001744	0.687	0.999
OG0001745	0.986	0.999
OG0001746	0.999	0.999
OG0001748	0.99	0.999
OG0001749	0.992	0.999
OG0001750	0.585	0.999
OG0001752	0.999	0.999
OG0001753	0.342	0.999
OG0001754	0.724	0.999
OG0001755	0.994	0.999
OG0001756	0.998	0.999
OG0001758	0.897	0.999
OG0001759	0.926	0.999
OG0001760	0.994	0.999
OG0001762	0.999	0.999
OG0001763	0.986	0.999
OG0001764	0.965	0.999
OG0001765	0.761	0.999
OG0001766	0.999	0.999
OG0001767	0.089	0.999
OG0001768	0.668	0.999
OG0001769	0.781	0.999
OG0001770	0.983	0.999
OG0001771	0	0
OG0001772	0.005	0.184548387096774
OG0001773	0.995	0.999
OG0001774	0.38	0.999
OG0001776	0.995	0.999
OG0001777	0.485	0.999
OG0001778	0.926	0.999
OG0001779	0.961	0.999
OG0001780	0.599	0.999
OG0001781	0.043	0.999
OG0001782	0.871	0.999
OG0001783	0.513	0.999
OG0001784	0.117	0.999
OG0001786	0.768	0.999
OG0001787	0.81	0.999
OG0001788	0.969	0.999
OG0001789	0.855	0.999
OG0001790	0.822	0.999
OG0001791	0.985	0.999
OG0001792	0.991	0.999
OG0001793	0.995	0.999
OG0001794	0.87	0.999
OG0001795	0.789	0.999
OG0001807	0.817	0.999
OG0001808	0.63	0.999
OG0001809	0.892	0.999
OG0001810	0.999	0.999
OG0001811	0.811	0.999
OG0001812	0.926	0.999
OG0001813	0.998	0.999
OG0001815	0.624	0.999
OG0001816	0.925	0.999
OG0001817	0.873	0.999
OG0001819	0.915	0.999
OG0001820	0.999	0.999
OG0001821	0.849	0.999
OG0001823	0.998	0.999
OG0001824	0.988	0.999
OG0001825	0.995	0.999
OG0001826	0.657	0.999
OG0001827	0.969	0.999
OG0001828	0.912	0.999
OG0001829	0.999	0.999
OG0001830	0.935	0.999
OG0001831	0.377	0.999
OG0001832	0.935	0.999
OG0001833	0.088	0.999
OG0001834	0.015	0.47675
OG0001841	0.149	0.999
OG0001842	0.793	0.999
OG0001843	0.959	0.999
OG0001844	0.786	0.999
OG0001845	0.967	0.999
OG0001847	0.776	0.999
OG0001848	0.961	0.999
OG0001849	0.539	0.999
OG0001850	0.779	0.999
OG0001851	0.999	0.999
OG0001852	0.951	0.999
OG0001853	0.73	0.999
OG0001854	0.223	0.999
OG0001855	0.555	0.999
OG0001856	0.002	0.0811489361702128
OG0001857	0.999	0.999
OG0001858	0.42	0.999
OG0001860	0.998	0.999
OG0001862	0.537	0.999
OG0001863	0.091	0.999
OG0001864	0.193	0.999
OG0001865	0.794	0.999
OG0001866	0.577	0.999
OG0001867	0.976	0.999
OG0001868	0.689	0.999
OG0001869	0.927	0.999
OG0001870	0.048	0.999
OG0001877	0.977	0.999
OG0001878	0.999	0.999
OG0001879	0.033	0.943965
OG0001880	0.639	0.999
OG0001882	0.636	0.999
OG0001883	0.946	0.999
OG0001884	0.328	0.999
OG0001885	0.997	0.999
OG0001886	0.827	0.999
OG0001887	0.814	0.999
OG0001888	0.909	0.999
OG0001889	0.836	0.999
OG0001890	0.162	0.999
OG0001891	0.013	0.416655462184874
OG0001893	0.999	0.999
OG0001894	0.033	0.943965
OG0001896	0.338	0.999
OG0001897	0.764	0.999
OG0001898	0.841	0.999
OG0001899	0.999	0.999
OG0001900	0.999	0.999
OG0001901	0.999	0.999
OG0001902	0.95	0.999
OG0001903	0.999	0.999
OG0001904	0.991	0.999
OG0001905	0.948	0.999
OG0001906	0.997	0.999
OG0001907	0.38	0.999
OG0001908	0.984	0.999
OG0001909	0.827	0.999
OG0001910	0.127	0.999
OG0001911	0.919	0.999
OG0001912	0.991	0.999
OG0001913	0.941	0.999
OG0001914	0.041	0.999
OG0001915	0.943	0.999
OG0001916	0.983	0.999
OG0001917	0.013	0.416655462184874
OG0001918	0.682	0.999
OG0001919	0.733	0.999
OG0001920	0.18	0.999
OG0001923	0.568	0.999
OG0001924	0.92	0.999
OG0001925	0.682	0.999
OG0001926	0.556	0.999
OG0001927	0.908	0.999
OG0001928	0.516	0.999
OG0001929	0.997	0.999
OG0001930	0.876	0.999
OG0001931	0.869	0.999
OG0001932	0.992	0.999
OG0001934	0.71	0.999
OG0001935	0.639	0.999
OG0001936	0.976	0.999
OG0001937	0.86	0.999
OG0001938	0.996	0.999
OG0001939	0.993	0.999
OG0001940	0.979	0.999
OG0001943	0.329	0.999
OG0001944	0.964	0.999
OG0001945	0.992	0.999
OG0001946	0.278	0.999
OG0001947	0.001	0.0417591240875912
OG0001948	0.999	0.999
OG0001949	0.933	0.999
OG0001950	0.556	0.999
OG0001951	0.961	0.999
OG0001952	0.985	0.999
OG0001953	0.6	0.999
OG0001954	0.999	0.999
OG0001955	0.868	0.999
OG0001956	0.994	0.999
OG0001957	0.994	0.999
OG0001958	0.751	0.999
OG0001959	0.849	0.999
OG0001960	0.998	0.999
OG0001961	0.961	0.999
OG0001962	0.749	0.999
OG0001963	0.965	0.999
OG0001965	0.993	0.999
OG0001966	0.878	0.999
OG0001968	0.999	0.999
OG0001969	0.957	0.999
OG0001970	0.999	0.999
OG0001971	0.997	0.999
OG0001973	0.819	0.999
OG0001974	0.005	0.184548387096774
OG0001975	0.546	0.999
OG0001976	0.832	0.999
OG0001978	0.79	0.999
OG0001979	0.815	0.999
OG0001980	0.75	0.999
OG0001987	0.999	0.999
OG0001988	0.814	0.999
OG0001989	0.915	0.999
OG0001990	0.991	0.999
OG0001991	0.156	0.999
OG0001993	0.997	0.999
OG0001994	0.428	0.999
OG0001995	0.988	0.999
OG0001996	0.999	0.999
OG0001997	0.999	0.999
OG0001998	0.669	0.999
OG0001999	0.961	0.999
OG0002000	0.888	0.999
OG0002001	0.872	0.999
OG0002002	0.851	0.999
OG0002003	0.26	0.999
OG0002004	0.621	0.999
OG0002005	0.895	0.999
OG0002006	0.974	0.999
OG0002007	0.879	0.999
OG0002008	0.843	0.999
OG0002009	0.991	0.999
OG0002010	0.994	0.999
OG0002011	0.922	0.999
OG0002012	0.891	0.999
OG0002013	0.482	0.999
OG0002014	0.974	0.999
OG0002015	0.935	0.999
OG0002016	0.974	0.999
OG0002017	0.905	0.999
OG0002018	0.933	0.999
OG0002019	0.8	0.999
OG0002020	0.999	0.999
OG0002021	0.974	0.999
OG0002022	0.97	0.999
OG0002023	0.497	0.999
OG0002024	0.961	0.999
OG0002025	0.183	0.999
OG0002026	0.974	0.999
OG0002027	0.983	0.999
OG0002028	0.882	0.999
OG0002029	0.351	0.999
OG0002030	0.12	0.999
OG0002031	0.936	0.999
OG0002032	0.999	0.999
OG0002033	0.186	0.999
OG0002034	0.342	0.999
OG0002040	0.681	0.999
OG0002042	0.925	0.999
OG0002043	0.96	0.999
OG0002044	0.856	0.999
OG0002045	0	0
OG0002046	0.892	0.999
OG0002047	0.924	0.999
OG0002048	0.995	0.999
OG0002050	0.005	0.184548387096774
OG0002052	0.831	0.999
OG0002053	0.581	0.999
OG0002054	0.996	0.999
OG0002055	0.549	0.999
OG0002056	0.836	0.999
OG0002057	0.703	0.999
OG0002058	0.939	0.999
OG0002059	0.999	0.999
OG0002061	0.951	0.999
OG0002062	0.667	0.999
OG0002063	0.999	0.999
OG0002065	0.925	0.999
OG0002066	0.964	0.999
OG0002067	0.988	0.999
OG0002068	0.988	0.999
OG0002069	0.99	0.999
OG0002070	0.987	0.999
OG0002071	0.998	0.999
OG0002072	0.933	0.999
OG0002073	0.986	0.999
OG0002074	0.968	0.999
OG0002075	0.335	0.999
OG0002076	0.492	0.999
OG0002077	0.802	0.999
OG0002078	0.865	0.999
OG0002079	0.718	0.999
OG0002080	0.976	0.999
OG0002081	0.88	0.999
OG0002082	0.999	0.999
OG0002083	0.998	0.999
OG0002084	0.957	0.999
OG0002085	0.6	0.999
OG0002086	0.999	0.999
OG0002088	0.93	0.999
OG0002089	0.999	0.999
OG0002090	0.999	0.999
OG0002091	0.791	0.999
OG0002092	0.645	0.999
OG0002093	0.121	0.999
OG0002094	0.999	0.999
OG0002097	0.99	0.999
OG0002098	0.942	0.999
OG0002100	0.87	0.999
OG0002101	0.001	0.0417591240875912
OG0002104	0.99	0.999
OG0002105	0.98	0.999
OG0002106	0.699	0.999
OG0002107	0.951	0.999
OG0002108	0.999	0.999
OG0002109	0.992	0.999
OG0002110	0.756	0.999
OG0002111	0.999	0.999
OG0002112	0.486	0.999
OG0002113	0.946	0.999
OG0002114	0.999	0.999
OG0002115	0.993	0.999
OG0002116	0.98	0.999
OG0002117	0.999	0.999
OG0002118	0.971	0.999
OG0002119	0.993	0.999
OG0002120	0.953	0.999
OG0002121	0.332	0.999
OG0002122	0.981	0.999
OG0002123	0.993	0.999
OG0002124	0.976	0.999
OG0002125	0.903	0.999
OG0002126	0.999	0.999
OG0002127	0.705	0.999
OG0002128	0.999	0.999
OG0002130	0.999	0.999
OG0002131	0.956	0.999
OG0002132	0.986	0.999
OG0002133	0.463	0.999
OG0002134	0.02	0.605396825396825
OG0002135	0.999	0.999
OG0002137	0.968	0.999
OG0002138	0.992	0.999
OG0002139	0.999	0.999
OG0002140	0.996	0.999
OG0002141	0.921	0.999
OG0002142	0.999	0.999
OG0002143	0.896	0.999
OG0002144	0.997	0.999
OG0002145	0.532	0.999
OG0002146	0.957	0.999
OG0002147	0.999	0.999
OG0002148	0.993	0.999
OG0002149	0.999	0.999
OG0002151	0.999	0.999
OG0002152	0.977	0.999
OG0002153	0.897	0.999
OG0002154	0.466	0.999
OG0002155	0.928	0.999
OG0002156	0.871	0.999
OG0002157	0.926	0.999
OG0002158	0.976	0.999
OG0002159	0.984	0.999
OG0002160	0.964	0.999
OG0002161	0.75	0.999
OG0002162	0.735	0.999
OG0002163	0.997	0.999
OG0002164	0.999	0.999
OG0002166	0.168	0.999
OG0002172	0.968	0.999
OG0002174	0.999	0.999
OG0002175	0.391	0.999
OG0002176	0.992	0.999
OG0002177	0.877	0.999
OG0002178	0.999	0.999
OG0002179	0.207	0.999
OG0002180	0.99	0.999
OG0002182	0.705	0.999
OG0002183	0.509	0.999
OG0002184	0.999	0.999
OG0002185	0.778	0.999
OG0002186	0.87	0.999
OG0002187	0.995	0.999
OG0002188	0.328	0.999
OG0002190	0.983	0.999
OG0002191	0.999	0.999
OG0002192	0.99	0.999
OG0002194	0.786	0.999
OG0002195	0.999	0.999
OG0002196	0.965	0.999
OG0002197	0.998	0.999
OG0002198	0.73	0.999
OG0002199	0.999	0.999
OG0002200	0.778	0.999
OG0002201	0.721	0.999
OG0002202	0.194	0.999
OG0002203	0.975	0.999
OG0002204	0.621	0.999
OG0002205	0.942	0.999
OG0002206	0.91	0.999
OG0002207	0.967	0.999
OG0002209	0.998	0.999
OG0002211	0.997	0.999
OG0002212	0.966	0.999
OG0002213	0.897	0.999
OG0002214	0.999	0.999
OG0002215	0.998	0.999
OG0002216	0.913	0.999
OG0002217	0.989	0.999
OG0002218	0.976	0.999
OG0002219	0.991	0.999
OG0002220	0.98	0.999
OG0002221	0.999	0.999
OG0002222	0.573	0.999
OG0002223	0.735	0.999
OG0002224	0.983	0.999
OG0002225	0.703	0.999
OG0002227	0.999	0.999
OG0002228	0.838	0.999
OG0002229	0.999	0.999
OG0002230	0.888	0.999
OG0002231	0.919	0.999
OG0002232	0.99	0.999
OG0002233	0.998	0.999
OG0002234	0.998	0.999
OG0002235	0.987	0.999
OG0002238	0.773	0.999
OG0002239	0	0
OG0002240	0	0
OG0002242	0.999	0.999
OG0002243	0.314	0.999
OG0002245	0.942	0.999
OG0002247	0.781	0.999
OG0002248	0.999	0.999
OG0002249	0.935	0.999
OG0002250	0.325	0.999
OG0002251	0.999	0.999
OG0002252	0.922	0.999
OG0002253	0.976	0.999
OG0002255	0.786	0.999
OG0002256	0.964	0.999
OG0002257	0.422	0.999
OG0002258	0.993	0.999
OG0002259	0	0
OG0002260	0.993	0.999
OG0002261	0.891	0.999
OG0002262	0.907	0.999
OG0002263	0.993	0.999
OG0002264	0.73	0.999
OG0002265	0.966	0.999
OG0002266	0.977	0.999
OG0002267	0.958	0.999
OG0002268	0.968	0.999
OG0002269	0.979	0.999
OG0002270	0.999	0.999
OG0002271	0.999	0.999
OG0002272	0.984	0.999
OG0002273	0.977	0.999
OG0002274	0.99	0.999
OG0002275	0.984	0.999
OG0002276	0.802	0.999
OG0002277	0.999	0.999
OG0002278	0.916	0.999
OG0002279	0.995	0.999
OG0002280	0.983	0.999
OG0002281	0.986	0.999
OG0002282	0.946	0.999
OG0002283	0.99	0.999
OG0002284	0.954	0.999
OG0002285	0.999	0.999
OG0002288	0.927	0.999
OG0002289	0.857	0.999
OG0002290	0.77	0.999
OG0002291	0.942	0.999
OG0002292	0.995	0.999
OG0002293	0.999	0.999
OG0002294	0.954	0.999
OG0002295	0.996	0.999
OG0002296	0.752	0.999
OG0002297	0.923	0.999
OG0002298	0.17	0.999
OG0002299	0.996	0.999
OG0002300	0.58	0.999
OG0002310	0.887	0.999
OG0002311	0.999	0.999
OG0002312	0.992	0.999
OG0002313	0.714	0.999
OG0002314	0.999	0.999
OG0002315	0.998	0.999
OG0002316	0.937	0.999
OG0002318	0.913	0.999
OG0002319	0.977	0.999
OG0002320	0.933	0.999
OG0002321	0.852	0.999
OG0002322	0.02	0.605396825396825
OG0002323	0.997	0.999
OG0002324	0.993	0.999
OG0002325	0.957	0.999
OG0002326	0.26	0.999
OG0002327	0.946	0.999
OG0002328	0.998	0.999
OG0002329	0.968	0.999
OG0002330	0.033	0.943965
OG0002331	0.999	0.999
OG0002332	0.287	0.999
OG0002333	0.914	0.999
OG0002334	0.925	0.999
OG0002335	0.999	0.999
OG0002336	0.963	0.999
OG0002337	0.99	0.999
OG0002338	0.273	0.999
OG0002339	0.993	0.999
OG0002340	0.989	0.999
OG0002341	0.997	0.999
OG0002342	0.951	0.999
OG0002343	0.824	0.999
OG0002344	0.997	0.999
OG0002346	0.756	0.999
OG0002347	0.943	0.999
OG0002350	0.926	0.999
OG0002351	0.933	0.999
OG0002352	0.92	0.999
OG0002353	0.995	0.999
OG0002354	0.926	0.999
OG0002355	0.978	0.999
OG0002356	0.999	0.999
OG0002357	0.946	0.999
OG0002358	0.796	0.999
OG0002359	0.856	0.999
OG0002360	0.997	0.999
OG0002361	0.999	0.999
OG0002362	0.998	0.999
OG0002363	0.995	0.999
OG0002364	0.999	0.999
OG0002365	0.568	0.999
OG0002366	0.995	0.999
OG0002367	0.908	0.999
OG0002368	0.981	0.999
OG0002369	0.999	0.999
OG0002370	0.995	0.999
OG0002371	0.989	0.999
OG0002372	0.907	0.999
OG0002373	0.856	0.999
OG0002374	0.976	0.999
OG0002375	0.945	0.999
OG0002376	0.999	0.999
OG0002377	0.995	0.999
OG0002378	0.997	0.999
OG0002379	0.999	0.999
OG0002380	0.991	0.999
OG0002382	0.73	0.999
OG0002383	0.999	0.999
OG0002384	0.999	0.999
OG0002385	0.271	0.999
OG0002386	0.782	0.999
OG0002387	0.766	0.999
OG0002392	0.946	0.999
OG0002393	0.969	0.999
OG0002394	0.828	0.999
OG0002395	0.967	0.999
OG0002396	0.001	0.0417591240875912
OG0002397	0.976	0.999
OG0002398	0.993	0.999
OG0002399	0.999	0.999
OG0002400	0.999	0.999
OG0002401	0.986	0.999
OG0002402	0.986	0.999
OG0002403	0.957	0.999
OG0002404	0.995	0.999
OG0002406	0.963	0.999
OG0002408	0.976	0.999
OG0002409	0.926	0.999
OG0002410	0.998	0.999
OG0002411	0.634	0.999
OG0002412	0.989	0.999
OG0002413	0.999	0.999
OG0002414	0.991	0.999
OG0002415	0.952	0.999
OG0002416	0.985	0.999
OG0002417	0.999	0.999
OG0002418	0.962	0.999
OG0002419	0.996	0.999
OG0002420	0.961	0.999
OG0002421	0.999	0.999
OG0002422	0.999	0.999
OG0002423	0.977	0.999
OG0002424	0.999	0.999
OG0002426	0.996	0.999
OG0002427	0.986	0.999
OG0002428	0.9	0.999
OG0002429	0.991	0.999
OG0002430	0.999	0.999
OG0002431	0.987	0.999
OG0002432	0.99	0.999
OG0002433	0.946	0.999
OG0002434	0.998	0.999
OG0002436	0.999	0.999
OG0002437	0.997	0.999
OG0002438	0.961	0.999
OG0002439	0.986	0.999
OG0002440	0.994	0.999
OG0002441	0.977	0.999
OG0002442	0.804	0.999
OG0002443	0.955	0.999
OG0002444	0.999	0.999
OG0002445	0.999	0.999
OG0002446	0.999	0.999
OG0002447	0.359	0.999
OG0002448	0.885	0.999
OG0002449	0.996	0.999
OG0002450	0.849	0.999
OG0002451	0.558	0.999
OG0002452	0.992	0.999
OG0002453	0.88	0.999
OG0002454	0.882	0.999
OG0002455	0.925	0.999
OG0002456	0.999	0.999
OG0002457	0.979	0.999
OG0002458	0.992	0.999
OG0002459	0.919	0.999
OG0002460	0.997	0.999
OG0002461	0.969	0.999
OG0002462	0.995	0.999
OG0002463	0.957	0.999
OG0002464	0.999	0.999
OG0002465	0.99	0.999
OG0002466	0.994	0.999
OG0002467	0.754	0.999
OG0002468	0.995	0.999
OG0002469	0.998	0.999
OG0002470	0.999	0.999
OG0002471	0.99	0.999
OG0002472	0.555	0.999
OG0002473	0.727	0.999
OG0002474	0.439	0.999
OG0002475	0.999	0.999
OG0002476	0.995	0.999
OG0002480	0.986	0.999
OG0002481	0.49	0.999
OG0002487	0.943	0.999
OG0002488	0.96	0.999
OG0002490	0.999	0.999
OG0002491	0.98	0.999
OG0002492	0.999	0.999
OG0002493	0.917	0.999
OG0002495	0.977	0.999
OG0002496	0.922	0.999
OG0002498	0.819	0.999
OG0002499	0.918	0.999
OG0002501	0.976	0.999
OG0002502	0.66	0.999
OG0002503	0.919	0.999
OG0002504	0.999	0.999
OG0002505	0.351	0.999
OG0002506	0.991	0.999
OG0002508	0.773	0.999
OG0002509	0.999	0.999
OG0002510	0.946	0.999
OG0002511	0.98	0.999
OG0002513	0.999	0.999
OG0002514	0.981	0.999
OG0002515	0.995	0.999
OG0002516	0.69	0.999
OG0002517	0.876	0.999
OG0002518	0.998	0.999
OG0002519	0.94	0.999
OG0002520	0.995	0.999
OG0002521	0.961	0.999
OG0002522	0.979	0.999
OG0002523	0.981	0.999
OG0002524	0.938	0.999
OG0002525	0.874	0.999
OG0002526	0.749	0.999
OG0002527	0.985	0.999
OG0002528	0.986	0.999
OG0002529	0.998	0.999
OG0002530	0.999	0.999
OG0002531	0.937	0.999
OG0002533	0.99	0.999
OG0002534	0.995	0.999
OG0002535	0.999	0.999
OG0002536	0.999	0.999
OG0002537	0.999	0.999
OG0002538	0.998	0.999
OG0002539	0.903	0.999
OG0002540	0.841	0.999
OG0002541	0.998	0.999
OG0002542	0.976	0.999
OG0002543	0.861	0.999
OG0002544	0.999	0.999
OG0002545	0.998	0.999
OG0002546	0.153	0.999
OG0002547	0.937	0.999
OG0002548	0.976	0.999
OG0002549	0.976	0.999
OG0002550	0.999	0.999
OG0002551	0.999	0.999
OG0002552	0.992	0.999
OG0002553	0.991	0.999
OG0002554	0.999	0.999
OG0002555	0.923	0.999
OG0002556	0.998	0.999
OG0002557	0.99	0.999
OG0002558	0.965	0.999
OG0002559	0.999	0.999
OG0002561	0.938	0.999
OG0002562	0.994	0.999
OG0002563	0.999	0.999
OG0002564	0.996	0.999
OG0002565	0.996	0.999
OG0002566	0.954	0.999
OG0002567	0.991	0.999
OG0002568	0.99	0.999
OG0002569	0.94	0.999
OG0002570	0.978	0.999
OG0002571	0.956	0.999
OG0002572	0.988	0.999
OG0002573	0.967	0.999
OG0002574	0.943	0.999
OG0002575	0.956	0.999
OG0002576	0.999	0.999
OG0002577	0.946	0.999
OG0002578	0.988	0.999
